id,text,tweet_len,text_links,text_newline,text_punct,text_token,text_stop,token_bigrams,token_trigrams,sentiment,value
toshea66,RT @bungdan: Broidy was the deputy finance chair of the Republican National Committee (at Trump's request) who used Trump's lawyer Michael…,139,RT @bungdan: Broidy was the deputy finance chair of the Republican National Committee (at Trump's request) who used Trump's lawyer Michael…,RT @bungdan: Broidy was the deputy finance chair of the Republican National Committee (at Trump's request) who used Trump's lawyer Michael…,RT @bungdan Broidy was the deputy finance chair of the Republican National Committee at Trumps request who used Trumps lawyer Michael…,"['RT', '@bungdan', 'Broidy', 'was', 'the', 'deputy', 'finance', 'chair', 'of', 'the', 'Republican', 'National', 'Committee', 'at', 'Trumps', 'request', 'who', 'used', 'Trumps', 'lawyer', 'Michael…']",RT @bungdan Broidy deputy finance chair Republican National Committee Trumps request used Trumps lawyer Michael…,"[('RT', '@bungdan'), ('@bungdan', 'Broidy'), ('Broidy', 'was'), ('was', 'the'), ('the', 'deputy'), ('deputy', 'finance'), ('finance', 'chair'), ('chair', 'of'), ('of', 'the'), ('the', 'Republican'), ('Republican', 'National'), ('National', 'Committee'), ('Committee', 'at'), ('at', 'Trumps'), ('Trumps', 'request'), ('request', 'who'), ('who', 'used'), ('used', 'Trumps'), ('Trumps', 'lawyer'), ('lawyer', 'Michael…')]","[('RT', '@bungdan', 'Broidy'), ('@bungdan', 'Broidy', 'was'), ('Broidy', 'was', 'the'), ('was', 'the', 'deputy'), ('the', 'deputy', 'finance'), ('deputy', 'finance', 'chair'), ('finance', 'chair', 'of'), ('chair', 'of', 'the'), ('of', 'the', 'Republican'), ('the', 'Republican', 'National'), ('Republican', 'National', 'Committee'), ('National', 'Committee', 'at'), ('Committee', 'at', 'Trumps'), ('at', 'Trumps', 'request'), ('Trumps', 'request', 'who'), ('request', 'who', 'used'), ('who', 'used', 'Trumps'), ('used', 'Trumps', 'lawyer'), ('Trumps', 'lawyer', 'Michael…')]",Negative,1
tadryan,"RT @funder: Can you do me a favor? Can you retweet this? It’s video I found of Trump saying he:

1. Plans to build Trump Tower Moscow
2. Is…",140,"RT @funder: Can you do me a favor? Can you retweet this? It’s video I found of Trump saying he:

1. Plans to build Trump Tower Moscow
2. Is…",RT @funder: Can you do me a favor? Can you retweet this? It’s video I found of Trump saying he:1. Plans to build Trump Tower Moscow2. Is…,RT @funder Can you do me a favor Can you retweet this It’s video I found of Trump saying he1 Plans to build Trump Tower Moscow2 Is…,"['RT', '@funder', 'Can', 'you', 'do', 'me', 'a', 'favor', 'Can', 'you', 'retweet', 'this', 'It’s', 'video', 'I', 'found', 'of', 'Trump', 'saying', 'he1', 'Plans', 'to', 'build', 'Trump', 'Tower', 'Moscow2', 'Is…']",RT @funder Can favor Can retweet It’s video I found Trump saying he1 Plans build Trump Tower Moscow2 Is…,"[('RT', '@funder'), ('@funder', 'Can'), ('Can', 'you'), ('you', 'do'), ('do', 'me'), ('me', 'a'), ('a', 'favor'), ('favor', 'Can'), ('Can', 'you'), ('you', 'retweet'), ('retweet', 'this'), ('this', 'It’s'), ('It’s', 'video'), ('video', 'I'), ('I', 'found'), ('found', 'of'), ('of', 'Trump'), ('Trump', 'saying'), ('saying', 'he1'), ('he1', 'Plans'), ('Plans', 'to'), ('to', 'build'), ('build', 'Trump'), ('Trump', 'Tower'), ('Tower', 'Moscow2'), ('Moscow2', 'Is…')]","[('RT', '@funder', 'Can'), ('@funder', 'Can', 'you'), ('Can', 'you', 'do'), ('you', 'do', 'me'), ('do', 'me', 'a'), ('me', 'a', 'favor'), ('a', 'favor', 'Can'), ('favor', 'Can', 'you'), ('Can', 'you', 'retweet'), ('you', 'retweet', 'this'), ('retweet', 'this', 'It’s'), ('this', 'It’s', 'video'), ('It’s', 'video', 'I'), ('video', 'I', 'found'), ('I', 'found', 'of'), ('found', 'of', 'Trump'), ('of', 'Trump', 'saying'), ('Trump', 'saying', 'he1'), ('saying', 'he1', 'Plans'), ('he1', 'Plans', 'to'), ('Plans', 'to', 'build'), ('to', 'build', 'Trump'), ('build', 'Trump', 'Tower'), ('Trump', 'Tower', 'Moscow2'), ('Tower', 'Moscow2', 'Is…')]",Neutral,2
firstpitchvc,Trump confirms meeting with China's Xi on Saturday,50,Trump confirms meeting with China's Xi on Saturday,Trump confirms meeting with China's Xi on Saturday,Trump confirms meeting with Chinas Xi on Saturday,"['Trump', 'confirms', 'meeting', 'with', 'Chinas', 'Xi', 'on', 'Saturday']",Trump confirms meeting Chinas Xi Saturday,"[('Trump', 'confirms'), ('confirms', 'meeting'), ('meeting', 'with'), ('with', 'Chinas'), ('Chinas', 'Xi'), ('Xi', 'on'), ('on', 'Saturday')]","[('Trump', 'confirms', 'meeting'), ('confirms', 'meeting', 'with'), ('meeting', 'with', 'Chinas'), ('with', 'Chinas', 'Xi'), ('Chinas', 'Xi', 'on'), ('Xi', 'on', 'Saturday')]",Neutral,2
lah3309,"RT @DeplorableJuJuV: 💪Together We Are Stronger #PatriotsUnite💪

🙏#ClearFlynnNow #ISTANDWITHGENFLYNN🙏

🌄#GreatAwakening 🧧#REDPASSION 🧐#Trump…",140,"RT @DeplorableJuJuV: 💪Together We Are Stronger #PatriotsUnite💪

🙏#ClearFlynnNow #ISTANDWITHGENFLYNN🙏

🌄#GreatAwakening 🧧#REDPASSION 🧐#Trump…",RT @DeplorableJuJuV: 💪Together We Are Stronger #PatriotsUnite💪🙏#ClearFlynnNow #ISTANDWITHGENFLYNN🙏🌄#GreatAwakening 🧧#REDPASSION 🧐#Trump…,RT @DeplorableJuJuV 💪Together We Are Stronger #PatriotsUnite💪🙏#ClearFlynnNow #ISTANDWITHGENFLYNN🙏🌄#GreatAwakening 🧧#REDPASSION 🧐#Trump…,"['RT', '@DeplorableJuJuV', '💪Together', 'We', 'Are', 'Stronger', '#PatriotsUnite💪🙏#ClearFlynnNow', '#ISTANDWITHGENFLYNN🙏🌄#GreatAwakening', '🧧#REDPASSION', '🧐#Trump…']",RT @DeplorableJuJuV 💪Together We Are Stronger #PatriotsUnite💪🙏#ClearFlynnNow #ISTANDWITHGENFLYNN🙏🌄#GreatAwakening 🧧#REDPASSION 🧐#Trump…,"[('RT', '@DeplorableJuJuV'), ('@DeplorableJuJuV', '💪Together'), ('💪Together', 'We'), ('We', 'Are'), ('Are', 'Stronger'), ('Stronger', '#PatriotsUnite💪🙏#ClearFlynnNow'), ('#PatriotsUnite💪🙏#ClearFlynnNow', '#ISTANDWITHGENFLYNN🙏🌄#GreatAwakening'), ('#ISTANDWITHGENFLYNN🙏🌄#GreatAwakening', '🧧#REDPASSION'), ('🧧#REDPASSION', '🧐#Trump…')]","[('RT', '@DeplorableJuJuV', '💪Together'), ('@DeplorableJuJuV', '💪Together', 'We'), ('💪Together', 'We', 'Are'), ('We', 'Are', 'Stronger'), ('Are', 'Stronger', '#PatriotsUnite💪🙏#ClearFlynnNow'), ('Stronger', '#PatriotsUnite💪🙏#ClearFlynnNow', '#ISTANDWITHGENFLYNN🙏🌄#GreatAwakening'), ('#PatriotsUnite💪🙏#ClearFlynnNow', '#ISTANDWITHGENFLYNN🙏🌄#GreatAwakening', '🧧#REDPASSION'), ('#ISTANDWITHGENFLYNN🙏🌄#GreatAwakening', '🧧#REDPASSION', '🧐#Trump…')]",Negative,1
J05478844,@akdawnrn @rower_girl159 @realDonaldTrump How about our President just being honest for once!  The letter should of… https://t.co/xyoPYu2AJi,140,@akdawnrn @rower_girl159 @realDonaldTrump How about our President just being honest for once!  The letter should of… ,@akdawnrn @rower_girl159 @realDonaldTrump How about our President just being honest for once!  The letter should of… ,@akdawnrn @rowergirl159 @realDonaldTrump How about our President just being honest for once  The letter should of… ,"['@akdawnrn', '@rowergirl159', '@realDonaldTrump', 'How', 'about', 'our', 'President', 'just', 'being', 'honest', 'for', 'once', '', 'The', 'letter', 'should', 'of…', '']",@akdawnrn @rowergirl159 @realDonaldTrump How President honest  The letter of… ,"[('@akdawnrn', '@rowergirl159'), ('@rowergirl159', '@realDonaldTrump'), ('@realDonaldTrump', 'How'), ('How', 'about'), ('about', 'our'), ('our', 'President'), ('President', 'just'), ('just', 'being'), ('being', 'honest'), ('honest', 'for'), ('for', 'once'), ('once', ''), ('', 'The'), ('The', 'letter'), ('letter', 'should'), ('should', 'of…'), ('of…', '')]","[('@akdawnrn', '@rowergirl159', '@realDonaldTrump'), ('@rowergirl159', '@realDonaldTrump', 'How'), ('@realDonaldTrump', 'How', 'about'), ('How', 'about', 'our'), ('about', 'our', 'President'), ('our', 'President', 'just'), ('President', 'just', 'being'), ('just', 'being', 'honest'), ('being', 'honest', 'for'), ('honest', 'for', 'once'), ('for', 'once', ''), ('once', '', 'The'), ('', 'The', 'letter'), ('The', 'letter', 'should'), ('letter', 'should', 'of…'), ('should', 'of…', '')]",Negative,1
LRe97,RT @swingleft: The Trump administration cut HIV/AIDS treatment funding for border control and wants to allow insurers to restrict treatment…,140,RT @swingleft: The Trump administration cut HIV/AIDS treatment funding for border control and wants to allow insurers to restrict treatment…,RT @swingleft: The Trump administration cut HIV/AIDS treatment funding for border control and wants to allow insurers to restrict treatment…,RT @swingleft The Trump administration cut HIVAIDS treatment funding for border control and wants to allow insurers to restrict treatment…,"['RT', '@swingleft', 'The', 'Trump', 'administration', 'cut', 'HIVAIDS', 'treatment', 'funding', 'for', 'border', 'control', 'and', 'wants', 'to', 'allow', 'insurers', 'to', 'restrict', 'treatment…']",RT @swingleft The Trump administration cut HIVAIDS treatment funding border control wants allow insurers restrict treatment…,"[('RT', '@swingleft'), ('@swingleft', 'The'), ('The', 'Trump'), ('Trump', 'administration'), ('administration', 'cut'), ('cut', 'HIVAIDS'), ('HIVAIDS', 'treatment'), ('treatment', 'funding'), ('funding', 'for'), ('for', 'border'), ('border', 'control'), ('control', 'and'), ('and', 'wants'), ('wants', 'to'), ('to', 'allow'), ('allow', 'insurers'), ('insurers', 'to'), ('to', 'restrict'), ('restrict', 'treatment…')]","[('RT', '@swingleft', 'The'), ('@swingleft', 'The', 'Trump'), ('The', 'Trump', 'administration'), ('Trump', 'administration', 'cut'), ('administration', 'cut', 'HIVAIDS'), ('cut', 'HIVAIDS', 'treatment'), ('HIVAIDS', 'treatment', 'funding'), ('treatment', 'funding', 'for'), ('funding', 'for', 'border'), ('for', 'border', 'control'), ('border', 'control', 'and'), ('control', 'and', 'wants'), ('and', 'wants', 'to'), ('wants', 'to', 'allow'), ('to', 'allow', 'insurers'), ('allow', 'insurers', 'to'), ('insurers', 'to', 'restrict'), ('to', 'restrict', 'treatment…')]",Negative,1
joeboblafleur,"RT @SaraCarterDC: What Iceberg? So far, the latest is a bad lawyer who lied -no Russia collusion...what I see is a deep hole of deceit amon…",140,"RT @SaraCarterDC: What Iceberg? So far, the latest is a bad lawyer who lied -no Russia collusion...what I see is a deep hole of deceit amon…","RT @SaraCarterDC: What Iceberg? So far, the latest is a bad lawyer who lied -no Russia collusion...what I see is a deep hole of deceit amon…",RT @SaraCarterDC What Iceberg So far the latest is a bad lawyer who lied no Russia collusionwhat I see is a deep hole of deceit amon…,"['RT', '@SaraCarterDC', 'What', 'Iceberg', 'So', 'far', 'the', 'latest', 'is', 'a', 'bad', 'lawyer', 'who', 'lied', 'no', 'Russia', 'collusionwhat', 'I', 'see', 'is', 'a', 'deep', 'hole', 'of', 'deceit', 'amon…']",RT @SaraCarterDC What Iceberg So far latest bad lawyer lied Russia collusionwhat I see deep hole deceit amon…,"[('RT', '@SaraCarterDC'), ('@SaraCarterDC', 'What'), ('What', 'Iceberg'), ('Iceberg', 'So'), ('So', 'far'), ('far', 'the'), ('the', 'latest'), ('latest', 'is'), ('is', 'a'), ('a', 'bad'), ('bad', 'lawyer'), ('lawyer', 'who'), ('who', 'lied'), ('lied', 'no'), ('no', 'Russia'), ('Russia', 'collusionwhat'), ('collusionwhat', 'I'), ('I', 'see'), ('see', 'is'), ('is', 'a'), ('a', 'deep'), ('deep', 'hole'), ('hole', 'of'), ('of', 'deceit'), ('deceit', 'amon…')]","[('RT', '@SaraCarterDC', 'What'), ('@SaraCarterDC', 'What', 'Iceberg'), ('What', 'Iceberg', 'So'), ('Iceberg', 'So', 'far'), ('So', 'far', 'the'), ('far', 'the', 'latest'), ('the', 'latest', 'is'), ('latest', 'is', 'a'), ('is', 'a', 'bad'), ('a', 'bad', 'lawyer'), ('bad', 'lawyer', 'who'), ('lawyer', 'who', 'lied'), ('who', 'lied', 'no'), ('lied', 'no', 'Russia'), ('no', 'Russia', 'collusionwhat'), ('Russia', 'collusionwhat', 'I'), ('collusionwhat', 'I', 'see'), ('I', 'see', 'is'), ('see', 'is', 'a'), ('is', 'a', 'deep'), ('a', 'deep', 'hole'), ('deep', 'hole', 'of'), ('hole', 'of', 'deceit'), ('of', 'deceit', 'amon…')]",Verynegative,0
QuakerRabbi,RT @ananavarro: “No. No. Really. It was hilarious. He lived and worked in the US.  I sent a team. They tortured him. They bled him dry. The…,140,RT @ananavarro: “No. No. Really. It was hilarious. He lived and worked in the US.  I sent a team. They tortured him. They bled him dry. The…,RT @ananavarro: “No. No. Really. It was hilarious. He lived and worked in the US.  I sent a team. They tortured him. They bled him dry. The…,RT @ananavarro No No Really It was hilarious He lived and worked in the US  I sent a team They tortured him They bled him dry The…,"['RT', '@ananavarro', 'No', 'No', 'Really', 'It', 'was', 'hilarious', 'He', 'lived', 'and', 'worked', 'in', 'the', 'US', '', 'I', 'sent', 'a', 'team', 'They', 'tortured', 'him', 'They', 'bled', 'him', 'dry', 'The…']",RT @ananavarro No No Really It hilarious He lived worked US  I sent team They tortured They bled dry The…,"[('RT', '@ananavarro'), ('@ananavarro', 'No'), ('No', 'No'), ('No', 'Really'), ('Really', 'It'), ('It', 'was'), ('was', 'hilarious'), ('hilarious', 'He'), ('He', 'lived'), ('lived', 'and'), ('and', 'worked'), ('worked', 'in'), ('in', 'the'), ('the', 'US'), ('US', ''), ('', 'I'), ('I', 'sent'), ('sent', 'a'), ('a', 'team'), ('team', 'They'), ('They', 'tortured'), ('tortured', 'him'), ('him', 'They'), ('They', 'bled'), ('bled', 'him'), ('him', 'dry'), ('dry', 'The…')]","[('RT', '@ananavarro', 'No'), ('@ananavarro', 'No', 'No'), ('No', 'No', 'Really'), ('No', 'Really', 'It'), ('Really', 'It', 'was'), ('It', 'was', 'hilarious'), ('was', 'hilarious', 'He'), ('hilarious', 'He', 'lived'), ('He', 'lived', 'and'), ('lived', 'and', 'worked'), ('and', 'worked', 'in'), ('worked', 'in', 'the'), ('in', 'the', 'US'), ('the', 'US', ''), ('US', '', 'I'), ('', 'I', 'sent'), ('I', 'sent', 'a'), ('sent', 'a', 'team'), ('a', 'team', 'They'), ('team', 'They', 'tortured'), ('They', 'tortured', 'him'), ('tortured', 'him', 'They'), ('him', 'They', 'bled'), ('They', 'bled', 'him'), ('bled', 'him', 'dry'), ('him', 'dry', 'The…')]",Negative,1
JenWill68,Same bs NC repubs have been pulling.,36,Same bs NC repubs have been pulling.,Same bs NC repubs have been pulling.,Same bs NC repubs have been pulling,"['Same', 'bs', 'NC', 'repubs', 'have', 'been', 'pulling']",Same bs NC repubs pulling,"[('Same', 'bs'), ('bs', 'NC'), ('NC', 'repubs'), ('repubs', 'have'), ('have', 'been'), ('been', 'pulling')]","[('Same', 'bs', 'NC'), ('bs', 'NC', 'repubs'), ('NC', 'repubs', 'have'), ('repubs', 'have', 'been'), ('have', 'been', 'pulling')]",Negative,1
catinouye,"RT @Shareblue: In a chilling sign display of authoritarianism, the Trump administration is trying to ban federal employees from speaking ou…",140,"RT @Shareblue: In a chilling sign display of authoritarianism, the Trump administration is trying to ban federal employees from speaking ou…","RT @Shareblue: In a chilling sign display of authoritarianism, the Trump administration is trying to ban federal employees from speaking ou…",RT @Shareblue In a chilling sign display of authoritarianism the Trump administration is trying to ban federal employees from speaking ou…,"['RT', '@Shareblue', 'In', 'a', 'chilling', 'sign', 'display', 'of', 'authoritarianism', 'the', 'Trump', 'administration', 'is', 'trying', 'to', 'ban', 'federal', 'employees', 'from', 'speaking', 'ou…']",RT @Shareblue In chilling sign display authoritarianism Trump administration trying ban federal employees speaking ou…,"[('RT', '@Shareblue'), ('@Shareblue', 'In'), ('In', 'a'), ('a', 'chilling'), ('chilling', 'sign'), ('sign', 'display'), ('display', 'of'), ('of', 'authoritarianism'), ('authoritarianism', 'the'), ('the', 'Trump'), ('Trump', 'administration'), ('administration', 'is'), ('is', 'trying'), ('trying', 'to'), ('to', 'ban'), ('ban', 'federal'), ('federal', 'employees'), ('employees', 'from'), ('from', 'speaking'), ('speaking', 'ou…')]","[('RT', '@Shareblue', 'In'), ('@Shareblue', 'In', 'a'), ('In', 'a', 'chilling'), ('a', 'chilling', 'sign'), ('chilling', 'sign', 'display'), ('sign', 'display', 'of'), ('display', 'of', 'authoritarianism'), ('of', 'authoritarianism', 'the'), ('authoritarianism', 'the', 'Trump'), ('the', 'Trump', 'administration'), ('Trump', 'administration', 'is'), ('administration', 'is', 'trying'), ('is', 'trying', 'to'), ('trying', 'to', 'ban'), ('to', 'ban', 'federal'), ('ban', 'federal', 'employees'), ('federal', 'employees', 'from'), ('employees', 'from', 'speaking'), ('from', 'speaking', 'ou…')]",Negative,1
Redskin_girlnm,RT @swingleft: The Trump administration cut HIV/AIDS treatment funding for border control and wants to allow insurers to restrict treatment…,140,RT @swingleft: The Trump administration cut HIV/AIDS treatment funding for border control and wants to allow insurers to restrict treatment…,RT @swingleft: The Trump administration cut HIV/AIDS treatment funding for border control and wants to allow insurers to restrict treatment…,RT @swingleft The Trump administration cut HIVAIDS treatment funding for border control and wants to allow insurers to restrict treatment…,"['RT', '@swingleft', 'The', 'Trump', 'administration', 'cut', 'HIVAIDS', 'treatment', 'funding', 'for', 'border', 'control', 'and', 'wants', 'to', 'allow', 'insurers', 'to', 'restrict', 'treatment…']",RT @swingleft The Trump administration cut HIVAIDS treatment funding border control wants allow insurers restrict treatment…,"[('RT', '@swingleft'), ('@swingleft', 'The'), ('The', 'Trump'), ('Trump', 'administration'), ('administration', 'cut'), ('cut', 'HIVAIDS'), ('HIVAIDS', 'treatment'), ('treatment', 'funding'), ('funding', 'for'), ('for', 'border'), ('border', 'control'), ('control', 'and'), ('and', 'wants'), ('wants', 'to'), ('to', 'allow'), ('allow', 'insurers'), ('insurers', 'to'), ('to', 'restrict'), ('restrict', 'treatment…')]","[('RT', '@swingleft', 'The'), ('@swingleft', 'The', 'Trump'), ('The', 'Trump', 'administration'), ('Trump', 'administration', 'cut'), ('administration', 'cut', 'HIVAIDS'), ('cut', 'HIVAIDS', 'treatment'), ('HIVAIDS', 'treatment', 'funding'), ('treatment', 'funding', 'for'), ('funding', 'for', 'border'), ('for', 'border', 'control'), ('border', 'control', 'and'), ('control', 'and', 'wants'), ('and', 'wants', 'to'), ('wants', 'to', 'allow'), ('to', 'allow', 'insurers'), ('allow', 'insurers', 'to'), ('insurers', 'to', 'restrict'), ('to', 'restrict', 'treatment…')]",Negative,1
curtkipp,"RT @DeanObeidallah: Here is Trump jus a few months ago ridiculing George H.W. Bush famous words about a ""thousand points of light"" which wa…",140,"RT @DeanObeidallah: Here is Trump jus a few months ago ridiculing George H.W. Bush famous words about a ""thousand points of light"" which wa…","RT @DeanObeidallah: Here is Trump jus a few months ago ridiculing George H.W. Bush famous words about a ""thousand points of light"" which wa…",RT @DeanObeidallah Here is Trump jus a few months ago ridiculing George HW Bush famous words about a thousand points of light which wa…,"['RT', '@DeanObeidallah', 'Here', 'is', 'Trump', 'jus', 'a', 'few', 'months', 'ago', 'ridiculing', 'George', 'HW', 'Bush', 'famous', 'words', 'about', 'a', 'thousand', 'points', 'of', 'light', 'which', 'wa…']",RT @DeanObeidallah Here Trump jus months ago ridiculing George HW Bush famous words thousand points light wa…,"[('RT', '@DeanObeidallah'), ('@DeanObeidallah', 'Here'), ('Here', 'is'), ('is', 'Trump'), ('Trump', 'jus'), ('jus', 'a'), ('a', 'few'), ('few', 'months'), ('months', 'ago'), ('ago', 'ridiculing'), ('ridiculing', 'George'), ('George', 'HW'), ('HW', 'Bush'), ('Bush', 'famous'), ('famous', 'words'), ('words', 'about'), ('about', 'a'), ('a', 'thousand'), ('thousand', 'points'), ('points', 'of'), ('of', 'light'), ('light', 'which'), ('which', 'wa…')]","[('RT', '@DeanObeidallah', 'Here'), ('@DeanObeidallah', 'Here', 'is'), ('Here', 'is', 'Trump'), ('is', 'Trump', 'jus'), ('Trump', 'jus', 'a'), ('jus', 'a', 'few'), ('a', 'few', 'months'), ('few', 'months', 'ago'), ('months', 'ago', 'ridiculing'), ('ago', 'ridiculing', 'George'), ('ridiculing', 'George', 'HW'), ('George', 'HW', 'Bush'), ('HW', 'Bush', 'famous'), ('Bush', 'famous', 'words'), ('famous', 'words', 'about'), ('words', 'about', 'a'), ('about', 'a', 'thousand'), ('a', 'thousand', 'points'), ('thousand', 'points', 'of'), ('points', 'of', 'light'), ('of', 'light', 'which'), ('light', 'which', 'wa…')]",Negative,1
1loriking,RT @amandarivkin: Luckily American men are so insecure they could not hear it from a woman who was right but had to go find out the hard wa…,140,RT @amandarivkin: Luckily American men are so insecure they could not hear it from a woman who was right but had to go find out the hard wa…,RT @amandarivkin: Luckily American men are so insecure they could not hear it from a woman who was right but had to go find out the hard wa…,RT @amandarivkin Luckily American men are so insecure they could not hear it from a woman who was right but had to go find out the hard wa…,"['RT', '@amandarivkin', 'Luckily', 'American', 'men', 'are', 'so', 'insecure', 'they', 'could', 'not', 'hear', 'it', 'from', 'a', 'woman', 'who', 'was', 'right', 'but', 'had', 'to', 'go', 'find', 'out', 'the', 'hard', 'wa…']",RT @amandarivkin Luckily American men insecure could hear woman right go find hard wa…,"[('RT', '@amandarivkin'), ('@amandarivkin', 'Luckily'), ('Luckily', 'American'), ('American', 'men'), ('men', 'are'), ('are', 'so'), ('so', 'insecure'), ('insecure', 'they'), ('they', 'could'), ('could', 'not'), ('not', 'hear'), ('hear', 'it'), ('it', 'from'), ('from', 'a'), ('a', 'woman'), ('woman', 'who'), ('who', 'was'), ('was', 'right'), ('right', 'but'), ('but', 'had'), ('had', 'to'), ('to', 'go'), ('go', 'find'), ('find', 'out'), ('out', 'the'), ('the', 'hard'), ('hard', 'wa…')]","[('RT', '@amandarivkin', 'Luckily'), ('@amandarivkin', 'Luckily', 'American'), ('Luckily', 'American', 'men'), ('American', 'men', 'are'), ('men', 'are', 'so'), ('are', 'so', 'insecure'), ('so', 'insecure', 'they'), ('insecure', 'they', 'could'), ('they', 'could', 'not'), ('could', 'not', 'hear'), ('not', 'hear', 'it'), ('hear', 'it', 'from'), ('it', 'from', 'a'), ('from', 'a', 'woman'), ('a', 'woman', 'who'), ('woman', 'who', 'was'), ('who', 'was', 'right'), ('was', 'right', 'but'), ('right', 'but', 'had'), ('but', 'had', 'to'), ('had', 'to', 'go'), ('to', 'go', 'find'), ('go', 'find', 'out'), ('find', 'out', 'the'), ('out', 'the', 'hard'), ('the', 'hard', 'wa…')]",Negative,1
pdyer5,@realDonaldTrump @BBCJonSopel Whenever you were with him??,58,@realDonaldTrump @BBCJonSopel Whenever you were with him??,@realDonaldTrump @BBCJonSopel Whenever you were with him??,@realDonaldTrump @BBCJonSopel Whenever you were with him,"['@realDonaldTrump', '@BBCJonSopel', 'Whenever', 'you', 'were', 'with', 'him']",@realDonaldTrump @BBCJonSopel Whenever,"[('@realDonaldTrump', '@BBCJonSopel'), ('@BBCJonSopel', 'Whenever'), ('Whenever', 'you'), ('you', 'were'), ('were', 'with'), ('with', 'him')]","[('@realDonaldTrump', '@BBCJonSopel', 'Whenever'), ('@BBCJonSopel', 'Whenever', 'you'), ('Whenever', 'you', 'were'), ('you', 'were', 'with'), ('were', 'with', 'him')]",Neutral,2
goldstj2000,@cephalocide @cuttybut @realDonaldTrump @POTUS I assume that Dems lie to anyone they feel they can exploit. Minorit… https://t.co/hnzO1TEwmX,140,@cephalocide @cuttybut @realDonaldTrump @POTUS I assume that Dems lie to anyone they feel they can exploit. Minorit… ,@cephalocide @cuttybut @realDonaldTrump @POTUS I assume that Dems lie to anyone they feel they can exploit. Minorit… ,@cephalocide @cuttybut @realDonaldTrump @POTUS I assume that Dems lie to anyone they feel they can exploit Minorit… ,"['@cephalocide', '@cuttybut', '@realDonaldTrump', '@POTUS', 'I', 'assume', 'that', 'Dems', 'lie', 'to', 'anyone', 'they', 'feel', 'they', 'can', 'exploit', 'Minorit…', '']",@cephalocide @cuttybut @realDonaldTrump @POTUS I assume Dems lie anyone feel exploit Minorit… ,"[('@cephalocide', '@cuttybut'), ('@cuttybut', '@realDonaldTrump'), ('@realDonaldTrump', '@POTUS'), ('@POTUS', 'I'), ('I', 'assume'), ('assume', 'that'), ('that', 'Dems'), ('Dems', 'lie'), ('lie', 'to'), ('to', 'anyone'), ('anyone', 'they'), ('they', 'feel'), ('feel', 'they'), ('they', 'can'), ('can', 'exploit'), ('exploit', 'Minorit…'), ('Minorit…', '')]","[('@cephalocide', '@cuttybut', '@realDonaldTrump'), ('@cuttybut', '@realDonaldTrump', '@POTUS'), ('@realDonaldTrump', '@POTUS', 'I'), ('@POTUS', 'I', 'assume'), ('I', 'assume', 'that'), ('assume', 'that', 'Dems'), ('that', 'Dems', 'lie'), ('Dems', 'lie', 'to'), ('lie', 'to', 'anyone'), ('to', 'anyone', 'they'), ('anyone', 'they', 'feel'), ('they', 'feel', 'they'), ('feel', 'they', 'can'), ('they', 'can', 'exploit'), ('can', 'exploit', 'Minorit…'), ('exploit', 'Minorit…', '')]",Negative,1
scott_felps,"RT @realPolitiDiva: When Bush41 ran for a second term, he was challenged by Buchanan &amp; Perot. Perot got 19% of the vote which gave us the C…",144,"RT @realPolitiDiva: When Bush41 ran for a second term, he was challenged by Buchanan &amp; Perot. Perot got 19% of the vote which gave us the C…","RT @realPolitiDiva: When Bush41 ran for a second term, he was challenged by Buchanan &amp; Perot. Perot got 19% of the vote which gave us the C…",RT @realPolitiDiva When Bush41 ran for a second term he was challenged by Buchanan amp Perot Perot got 19 of the vote which gave us the C…,"['RT', '@realPolitiDiva', 'When', 'Bush41', 'ran', 'for', 'a', 'second', 'term', 'he', 'was', 'challenged', 'by', 'Buchanan', 'amp', 'Perot', 'Perot', 'got', '19', 'of', 'the', 'vote', 'which', 'gave', 'us', 'the', 'C…']",RT @realPolitiDiva When Bush41 ran second term challenged Buchanan amp Perot Perot got 19 vote gave us C…,"[('RT', '@realPolitiDiva'), ('@realPolitiDiva', 'When'), ('When', 'Bush41'), ('Bush41', 'ran'), ('ran', 'for'), ('for', 'a'), ('a', 'second'), ('second', 'term'), ('term', 'he'), ('he', 'was'), ('was', 'challenged'), ('challenged', 'by'), ('by', 'Buchanan'), ('Buchanan', 'amp'), ('amp', 'Perot'), ('Perot', 'Perot'), ('Perot', 'got'), ('got', '19'), ('19', 'of'), ('of', 'the'), ('the', 'vote'), ('vote', 'which'), ('which', 'gave'), ('gave', 'us'), ('us', 'the'), ('the', 'C…')]","[('RT', '@realPolitiDiva', 'When'), ('@realPolitiDiva', 'When', 'Bush41'), ('When', 'Bush41', 'ran'), ('Bush41', 'ran', 'for'), ('ran', 'for', 'a'), ('for', 'a', 'second'), ('a', 'second', 'term'), ('second', 'term', 'he'), ('term', 'he', 'was'), ('he', 'was', 'challenged'), ('was', 'challenged', 'by'), ('challenged', 'by', 'Buchanan'), ('by', 'Buchanan', 'amp'), ('Buchanan', 'amp', 'Perot'), ('amp', 'Perot', 'Perot'), ('Perot', 'Perot', 'got'), ('Perot', 'got', '19'), ('got', '19', 'of'), ('19', 'of', 'the'), ('of', 'the', 'vote'), ('the', 'vote', 'which'), ('vote', 'which', 'gave'), ('which', 'gave', 'us'), ('gave', 'us', 'the'), ('us', 'the', 'C…')]",Negative,1
